"iid","time","origin","airline","aircraft","flightPhase","impact","cond","aid"
205297,"8/28/2001","New York","ALLEGHENYAIRLINES","DHC8 DASH 8","takeoff","0","2","580"
205059,"8/28/2001","Illinois","GOVERNMENT","BE-300 KING","landing","0","1","226"
211839,"8/28/2001","Massachusetts","PRIVATELY OWNED","DIAMOND 20","inflight","0","2","69"
215284,"8/28/2001","Texas","AMERICAN AIRLINES","B-757-200","takeoff","0","2","182"
211973,"8/28/2001","Pennsylvania","FEDEX EXPRESS","B-727-200","inflight","0","2","133"
212391,"8/29/2001","North Carolina","US AIRWAYS*","A-320","inflight","0","1","43"
209534,"8/29/2001","Texas","DELTA AIR LINES","MD-88","inflight","0","3","163"
214153,"8/29/2001","Illinois","AMERICAN AIRLINES","MD-82","inflight","0","1","12"
207871,"8/29/2001","Pennsylvania","US AIRWAYS*","B-737-300","inflight","0","1","52"
210561,"8/29/2001","California","AMERICAN AIRLINES","MD-80","inflight","0","1","148"
209458,"8/30/2001","New York","ABX AIR","DC-8-63","inflight","0","1","108"
209434,"8/30/2001","Missouri","CHAUTAUQUA AIRLINES","EMB-145","inflight","0","1","125"
211647,"8/30/2001","Tennessee","BUSINESS","DA-50 FALCON","inflight","1","1","77"
206686,"8/30/2001","DC","ATLANTIC COAST AIRLINES","CL-RJ100/200","takeoff","1","1","8"
207555,"8/30/2001","Alabama","BUSINESS","LEARJET-45","landing","0","1","29"
206140,"8/30/2001","Texas","AMERICAN AIRLINES","MD-82","inflight","0","3","163"
206911,"8/31/2001","Michigan","BUSINESS","C-152","inflight","0","2","373"
204920,"8/31/2001","Texas","SOUTHWEST AIRLINES","B-737-200","takeoff","0","3","406"
203727,"8/31/2001","Oklahoma","BUSINESS","C-152","takeoff","0","1","222"
204513,"9/1/2001","Tennessee","AMERICAN EAGLE AIRLINES","EMB-135","takeoff","0","3","77"
209100,"9/1/2001","Iowa","AMERICAN AIRLINES","FOKKER F100","inflight","0","1","111"
213740,"9/1/2001","Texas","AMERICAN AIRLINES","FOKKER F100","inflight","0","2","2"
213465,"9/1/2001","Louisiana","PRIVATELY OWNED","C-152","inflight","0","1","3"
211579,"9/1/2001","New York","AMERICAN EAGLE AIRLINES","SAAB-340","takeoff","0","2","199"
211942,"9/1/2001","Missouri","TRANS WORLD AIRLINES","MD-83","inflight","0","1","125"
211475,"9/1/2001","Texas","AMERICAN EAGLE AIRLINES","SAAB-340","inflight","0","1","174"
213152,"9/2/2001","Tennessee","SOUTHWEST AIRLINES","B-737-300","inflight","0","3","19"
210301,"9/2/2001","Pennsylvania","US AIRWAYS*","A-319","inflight","0","1","121"
213446,"9/2/2001","Puerto Rico","AMERICAN EAGLE AIRLINES","ATR-72","inflight","0","2","263"
208766,"9/3/2001","Texas","AMERICAN EAGLE AIRLINES","SAAB-340","inflight","0","1","195"
208612,"9/3/2001","Texas","FEDEX EXPRESS","A-310","inflight","0","2","129"
211650,"9/3/2001","Wisconsin","BUSINESS","BE-300 KING","inflight","1","1","657"
209423,"9/3/2001","Illinois","AMERICAN EAGLE AIRLINES","EMB-145","inflight","0","1","271"
207528,"9/3/2001","Massachusetts","AMERICAN AIRLINES","B-737-800","takeoff","0","2","60"
210416,"9/3/2001","Florida","BUSINESS","C-172","takeoff","0","2","296"
208788,"9/3/2001","Minnesota","AMERICAN AIRLINES","MD-82","inflight","0","1","26"
211216,"9/3/2001","Oklahoma","SOUTHWEST AIRLINES","B-737-300","inflight","0","2","369"
216141,"9/4/2001","Colorado","FRONTIER AIRLINES","B-737-300","inflight","0","1","61"
207689,"9/4/2001","Arizona","AMERICA WEST AIRLINES","B-737-300","inflight","0","1","395"
208627,"9/4/2001","Arizona","FORD MOTOR","FOKKER 70","inflight","0","1","658"
207557,"9/5/2001","Connecticut","BUSINESS","C-172","landing","0","1","487"
212358,"9/5/2001","DC","PSA AIRLINES","DORNIER 328","inflight","0","2","113"
209025,"9/5/2001","Indiana","AMERICAN EAGLE AIRLINES","EMB-145","landing","0","2","152"
209517,"9/5/2001","Florida","US AIRWAYS*","B-737-400","inflight","0","2","85"
201438,"9/5/2001","New Jersey","AMERICAN EAGLE AIRLINES","A-320","inflight","0","1","23"
209520,"9/5/2001","North Carolina","US AIRWAYS*","A-319","inflight","0","1","43"
209042,"9/5/2001","Kentucky","PRIVATELY OWNED","GRUMAMER AA5","inflight","0","1","347"
208046,"9/6/2001","Ohio","ABX AIR","DC-9-10","landing","0","1","151"
205309,"9/6/2001","Mississippi","ALASKA AIRLINES","EMB-120","inflight","0","1","147"
203436,"9/6/2001","Florida","DELTA AIR LINES","MD-88","landing","0","1","229"
213083,"9/7/2001","South Dakota","GREAT LAKES AIRLINES","BE-1900","inflight","0","3","491"
214345,"9/7/2001","California","AMERICAN AIRLINES","MD-80","takeoff","0","3","364"
210683,"9/7/2001","Illinois","BUSINESS","CL-600","landing","0","1","45"
207046,"9/7/2001","Maryland","NORTHWEST AIRLINES","B-757-200","inflight","0","1","68"
215147,"9/8/2001","Utah","JETBLUE AIRWAYS","A-320","inflight","0","1","92"
213562,"9/8/2001","North Carolina","CORPORATE AIR","BA-31 JETSTR","takeoff","0","2","80"
208308,"9/8/2001","Arizona","AMERICAN AIRLINES","MD-80","inflight","0","1","395"
203642,"9/8/2001","Indiana","SOUTHWEST AIRLINES","B-737-300","landing","0","2","46"
214566,"9/9/2001","Pennsylvania","AIR MIDWEST","BE-1900","unknown","0","1","121"
212149,"9/9/2001","Georgia","DELTA AIR LINES","B-767-400","inflight","0","1","9"
207371,"9/9/2001","Pennsylvania","UNITED AIRLINES","B-737-200","takeoff","0","1","133"
211785,"9/9/2001","New York","AMERICAN EAGLE AIRLINES","SAAB-340","takeoff","0","2","109"
215379,"9/9/2001","Georgia","AIRTRAN AIRWAYS","B-717-200","inflight","0","2","9"
211046,"9/10/2001","Pennsylvania","US AIRWAYS*","B-737-400","inflight","0","3","52"
208204,"9/10/2001","Massachusetts","DELTA AIR LINES","B-757-200","takeoff","1","1","60"
212943,"9/10/2001","Massachusetts","BUSINESS","DA-50 FALCON","inflight","0","2","659"
207171,"9/10/2001","Idaho","SOUTHWEST AIRLINES","B-737","inflight","0","2","465"
209880,"9/10/2001","Oregon","NORTHWEST AIRLINES","A-320","inflight","0","1","48"
216798,"9/11/2001","Texas","AMERICAN AIRLINES","FOKKER F100","landing","0","2","2"
212643,"9/11/2001","Texas","SOUTHWEST AIRLINES","B-737","takeoff","0","1","182"
209114,"9/14/2001","Hawaii","HAWAIIAN AIR","DC-9-50","inflight","0","1","17"
207394,"9/15/2001","Pennsylvania","US AIRWAYS*","MD-80","inflight","0","1","121"
208960,"9/15/2001","Georgia","DELTA AIR LINES","B-767-300","inflight","0","1","9"
207185,"9/15/2001","Florida","SOUTHEAST AIRLINES","DC-9-30","takeoff","0","2","21"
208946,"9/15/2001","Texas","AMERICAN AIRLINES","MD-80","inflight","0","3","2"
209461,"9/15/2001","Texas","SOUTHWEST AIRLINES","B-737-200","takeoff","0","3","59"
209637,"9/16/2001","Nevada","ALOHA AIRLINES","B-737-700","inflight","0","1","65"
212329,"9/16/2001","Georgia","DELTA AIR LINES","B-767-300","inflight","0","1","9"
211451,"9/16/2001","Tennessee","FEDEX EXPRESS","DC-10-30","inflight","0","2","77"
209864,"9/18/2001","South Carolina","US AIRWAYS*","FOKKER F100","inflight","0","1","314"
212921,"9/19/2001","Texas","AMERICAN AIRLINES","MD-82","inflight","0","3","2"
209344,"9/19/2001","Florida","DELTA AIR LINES","B-737-200","inflight","0","2","31"
215561,"9/20/2001","Mississippi","BUSINESS","HAWKER 800","landing","0","1","561"
216997,"9/20/2001","Hawaii","BUSINESS","DC-10","landing","0","1","179"
214623,"9/20/2001","Tennessee","FEDEX EXPRESS","B-727-200","inflight","0","2","77"
211265,"9/20/2001","Kentucky","UPS AIRLINES","A-300","inflight","0","1","47"
209958,"9/21/2001","California","US AIRWAYS*","A-320","landing","0","2","50"
210494,"9/21/2001","Ohio","FEDEX EXPRESS","DC-10-10","takeoff","0","2","501"
209644,"9/21/2001","Missouri","BUSINESS","CITATION II","inflight","1","1","554"
212068,"9/21/2001","Texas","AMERICAN AIRLINES","MD-80","inflight","1","1","2"
213312,"9/21/2001","Texas","AMERICAN EAGLE AIRLINES","SAAB-340","landing","0","2","2"
207789,"9/22/2001","California","DELTA AIR LINES","B-757-200","inflight","0","2","35"
209040,"9/22/2001","Ohio","ABX AIR","B-767-200","inflight","0","1","151"
208674,"9/22/2001","New Hampshire","AIR GEORGIAN","BE-1900","takeoff","0","2","190"
214403,"9/23/2001","California","AMERICA WEST AIRLINES","B-737-300","inflight","0","3","185"
214192,"9/23/2001","Minnesota","EXECUTIVE JET AVIATION","HAWKER 1000","inflight","0","1","26"
210395,"9/24/2001","Alabama","ATLANTIC SOUTHEAST","CL-RJ100/200","inflight","0","1","439"
208015,"9/24/2001","South Carolina","US AIRWAYS*","B-737-400","inflight","0","2","32"
209827,"9/24/2001","Texas","UPS AIRLINES","B-727-200","inflight","0","2","200"
210396,"9/24/2001","Missouri","DELTA AIR LINES","MD-80","inflight","0","1","16"
210210,"9/24/2001","Alabama","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","29"
213316,"9/24/2001","Texas","SOUTHWEST AIRLINES","B-737-200","inflight","0","1","59"
210434,"9/25/2001","DC","ATLANTIC COAST AIRLINES","BA-41 JETSTR","inflight","1","1","8"
208888,"9/25/2001","New York","SWISSAIR","A-330","takeoff","1","2","108"
209936,"9/25/2001","Texas","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","59"
211552,"9/25/2001","Pennsylvania","AMERICAN AIRLINES","B-727-200","inflight","0","1","52"
203417,"9/25/2001","North Carolina","US AIRWAYS*","A-319","inflight","0","1","43"
215263,"9/26/2001","Michigan","GREAT LAKES AIRLINES","BE-1900","inflight","0","1","660"
212250,"9/26/2001","Connecticut","NORTHWEST AIRLINES","DC-9","inflight","0","1","135"
211392,"9/26/2001","Kentucky","CHAUTAUQUA AIRLINES","EMB-135","takeoff","0","2","44"
214124,"9/26/2001","Washington","JAPAN AIRLINES","B-747-400","takeoff","0","1","267"
212104,"9/26/2001","Utah","BUSINESS","C-152","landing","1","1","661"
209272,"9/26/2001","Nevada","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","65"
210147,"9/27/2001","Maryland","SOUTHWEST AIRLINES","B-737-300","inflight","0","2","68"
209907,"9/27/2001","Oklahoma","SOUTHWEST AIRLINES","B-737-200","inflight","0","1","369"
210498,"9/28/2001","New Mexico","BUSINESS","BE-90  KING","takeoff","0","1","662"
207170,"9/28/2001","Florida","BUSINESS","C-172","inflight","0","1","663"
206847,"9/28/2001","West Virginia","ATLANTIC COAST AIRLINES","SHORTS 360","inflight","0","1","137"
212090,"9/28/2001","West Virginia","COMAIR AIRLINES","CL-RJ100/200","inflight","0","2","503"
210731,"9/28/2001","Washington","BUSINESS","PA-34 SENECA","inflight","0","2","294"
212587,"9/29/2001","North Carolina","AMERICAN AIRLINES","MD-80","inflight","0","1","80"
210825,"9/29/2001","Louisiana","PRIVATELY OWNED","C-172","inflight","0","1","280"
211485,"9/29/2001","Florida","US AIRWAYS*","B-737-200","inflight","0","3","31"
204822,"9/29/2001","California","AMERICAN AIRLINES","MD-82","inflight","0","1","40"
209233,"9/30/2001","Arkansas","BUSINESS","C-172","inflight","0","1","64"
206601,"9/30/2001","California","AMERICAN AIRLINES","MD-80","inflight","0","1","50"
209865,"9/30/2001","Kansas","BUSINESS","C-152","inflight","0","1","664"
206456,"9/30/2001","Texas","AMERICAN AIRLINES","MD-82","inflight","0","1","2"
205685,"10/1/2001","Maryland","AMERICAN AIRLINES","MD-82","inflight","0","1","68"
209224,"10/1/2001","Missouri","DELTA AIR LINES","B-737-300","inflight","0","1","125"
219033,"10/1/2001","Hawaii","ALOHA AIRLINES","B-737-200","takeoff","0","2","232"
210590,"10/2/2001","Texas","AMERICAN EAGLE AIRLINES","EMB-145","inflight","0","1","2"
218440,"10/2/2001","Utah","DELTA AIR LINES","B-737-300","inflight","0","1","92"
207571,"10/2/2001","Florida","GOVERNMENT","DA-20 FALCON","inflight","0","2","639"
207925,"10/3/2001","Illinois","ATLANTIC COAST AIRLINES","CL-RJ100/200","inflight","0","1","12"
205348,"10/3/2001","Missouri","AIR CANADA","CL-RJ100/200","inflight","0","1","125"
209586,"10/3/2001","Massachusetts","BUSINESS","DA-2000","landing","0","1","60"
208536,"10/3/2001","Iowa","AMERICAN AIRLINES","FOKKER F100","inflight","0","3","111"
211430,"10/3/2001","Alabama","GOVERNMENT","DA-20 FALCON","inflight","0","1","665"
214969,"10/3/2001","Oregon","FEDEX EXPRESS","A-300","landing","0","1","48"
209987,"10/4/2001","California","PRIVATELY OWNED","C-152","inflight","0","1","364"
215528,"10/4/2001","Texas","AMERICAN EAGLE AIRLINES","ATR-72","inflight","0","2","251"
213423,"10/4/2001","North Carolina","BUSINESS","CITATIONJET","inflight","0","1","43"
209306,"10/4/2001","Georgia","US AIRWAYS*","B-737-400","inflight","0","1","56"
216310,"10/4/2001","North Carolina","AMERICAN EAGLE AIRLINES","SAAB-340","inflight","0","1","80"
214013,"10/4/2001","Indiana","FEDEX EXPRESS","B-727-200","inflight","0","2","46"
6265,"10/4/2001","Texas","MILITARY","T-38A","inflight","0","1","123"
210409,"10/5/2001","Washington","BUSINESS","PILATUS PC12","inflight","0","1","666"
211141,"10/5/2001","Mississippi","EXPRESSJET (CONTINENTAL EXPRS)","EMB-120","inflight","0","2","89"
209500,"10/5/2001","Arkansas","AMERICAN EAGLE AIRLINES","EMB-145","inflight","0","1","193"
205250,"10/5/2001","California","UNITED AIRLINES","B-777-200","inflight","0","3","50"
214100,"10/5/2001","Ohio","AMERICA WEST AIRLINES","A-319","inflight","0","1","94"
214101,"10/5/2001","Illinois","ATLANTIC COAST AIRLINES","CL-RJ100/200","inflight","0","1","12"
208399,"10/6/2001","Tennessee","AMERICAN EAGLE AIRLINES","EMB-145","takeoff","0","3","265"
217520,"10/6/2001","New York","AMERICAN EAGLE AIRLINES","SAAB-340","inflight","0","1","108"
213469,"10/6/2001","New Hampshire","COMAIR AIRLINES","CL-RJ100/200","inflight","0","1","190"
208390,"10/6/2001","Tennessee","SOUTHWEST AIRLINES","B-737-300","inflight","1","1","19"
203043,"10/6/2001","DC","DELTA AIR LINES","B-737","inflight","0","1","8"
208342,"10/6/2001","Florida","BUSINESS","C-172","inflight","1","1","10"
212052,"10/6/2001","Tennessee","FEDEX EXPRESS","DC-10-10","inflight","0","2","77"
207745,"10/7/2001","Nebraska","AMERICAN EAGLE AIRLINES","EMB-145","landing","0","1","95"
210426,"10/7/2001","Nebraska","GREAT LAKES AIRLINES","BE-1900","takeoff","0","1","228"
7032,"10/7/2001","South Carolina","MILITARY","C-17A","inflight","0","3","114"
209832,"10/8/2001","Ohio","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","94"
204027,"10/8/2001","Massachusetts","AMERICAN EAGLE AIRLINES","EMB-135","inflight","0","1","60"
212546,"10/8/2001","Florida","US AIRWAYS*","A-319","inflight","0","3","58"
215898,"10/9/2001","Tennessee","SOUTHWEST AIRLINES","B-737-300","takeoff","0","1","19"
207513,"","Georgia","","HUGHES 500","unknown","0","2","83"
215092,"10/9/2001","Texas","AMERICAN EAGLE AIRLINES","ATR-72","landing","0","3","2"
212450,"10/10/2001","Nebraska","UPS AIRLINES","B-757-200","inflight","0","1","95"
214558,"10/10/2001","New York","BUSINESS","DA-10 FALCON","landing","0","2","28"
211605,"10/11/2001","Missouri","TRANS WORLD AIRLINES","MD-80","inflight","0","3","125"
210106,"10/11/2001","Florida","ATA AIRLINES","B-757-200","landing","0","1","58"
215649,"10/11/2001","Alabama","BUSINESS","CITATION X","inflight","0","2","291"
212222,"10/12/2001","Kentucky","BUSINESS","C-172","inflight","0","2","347"
215650,"10/12/2001","Connecticut","AMERICAN AIRLINES","B-737-800","inflight","0","1","135"
211158,"10/12/2001","Mississippi","SOUTHWEST AIRLINES","B-737-300","inflight","0","2","89"
208357,"10/13/2001","Wisconsin","BUSINESS","BE-200 KING","landing","0","3","254"
213651,"10/13/2001","Pennsylvania","US AIRWAYS*","FOKKER F100","inflight","0","2","121"
209062,"10/13/2001","Georgia","AIRTRAN AIRWAYS","B-717-200","inflight","0","2","9"
208356,"10/13/2001","New York","AMERICAN AIRLINES","FOKKER F100","inflight","0","1","106"
211598,"10/14/2001","Hawaii","ALOHA AIRLINES","B-737-200","landing","0","2","17"
214521,"10/15/2001","Ohio","EXPRESS ONE INTL","B-727","inflight","0","2","116"
208884,"10/15/2001","Georgia","DELTA AIR LINES","B-767-300","inflight","0","1","9"
203090,"10/15/2001","Florida","BUSINESS","C-172","inflight","0","1","296"
209075,"10/15/2001","Florida","COMAIR AIRLINES","CL-RJ100/200","inflight","1","2","31"
212630,"10/15/2001","California","HORIZON AIR","FOKKER F28 MK 4000","landing","0","3","50"
207427,"10/15/2001","New York","US AIRWAYS*","A-319","inflight","0","1","78"
211044,"10/15/2001","Illinois","AMERICAN AIRLINES","B-757-200","inflight","0","1","12"
205683,"10/16/2001","Mississippi","BUSINESS","BE-36","inflight","0","1","667"
211744,"10/16/2001","Indiana","SOUTHWEST AIRLINES","B-737","inflight","0","3","46"
212293,"10/17/2001","Ohio","EXPRESS NET AIRLINES","A-300","inflight","0","3","116"
209427,"10/17/2001","Illinois","UNKNOWN","BE-90  KING","landing","0","1","93"
212549,"10/17/2001","Florida","US AIRWAYS*","A-320","inflight","0","1","58"
214880,"10/17/2001","Louisiana","AMERICAN EAGLE AIRLINES","SAAB-340","landing","0","1","33"
216714,"10/17/2001","Georgia","ATLANTIC SOUTHEAST","EMB-120","inflight","0","1","9"
211496,"10/17/2001","Massachusetts","ATLANTIC COAST AIRLINES","DORNIER 328","inflight","0","1","60"
212276,"10/18/2001","Pennsylvania","COMAIR AIRLINES","CL-RJ100/200","inflight","0","1","91"
210670,"10/18/2001","N/A","AMERICAN AIRLINES","B-737-800","takeoff","0","3","103"
211797,"10/18/2001","Kentucky","UPS AIRLINES","DC-8","inflight","0","1","47"
217100,"10/18/2001","Kentucky","PSA AIRLINES","DORNIER 328","takeoff","0","1","44"
213453,"10/18/2001","Maryland","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","68"
204542,"","Alaska","","HH-60J","unknown","0","3","83"
207961,"10/18/2001","Rhode Island","AMERICAN EAGLE AIRLINES","SAAB-340","inflight","0","1","15"
210669,"10/18/2001","Oregon","ALASKA AIRLINES","MD-80","landing","0","1","48"
211439,"10/19/2001","Kansas","BUSINESS","BE-300 KING","inflight","1","1","194"
209031,"10/19/2001","Florida","AMERICAN AIRLINES","MD-80","inflight","0","1","229"
207307,"10/19/2001","Missouri","SOUTHWEST AIRLINES","B-737-200","inflight","0","1","125"
209508,"10/20/2001","Maryland","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","68"
209554,"10/20/2001","Rhode Island","US AIRWAYS*","B-737-400","inflight","0","1","15"
214307,"10/21/2001","Colorado","US AIRWAYS*","A-320","takeoff","0","2","61"
208507,"10/22/2001","Florida","SOUTHWEST AIRLINES","B-737-300","inflight","0","2","31"
206339,"10/22/2001","Tennessee","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","19"
208952,"10/22/2001","Ohio","PRIVATELY OWNED","PA-28","inflight","1","1","494"
215638,"10/23/2001","Pennsylvania","AMERICAN EAGLE AIRLINES","SAAB-340","inflight","0","3","121"
210718,"10/24/2001","Texas","AMERICAN EAGLE AIRLINES","SAAB-340","inflight","0","1","581"
210717,"10/24/2001","Arizona","AMERICA WEST AIRLINES","A-320","inflight","0","1","18"
208171,"10/24/2001","Hawaii","ALOHA AIRLINES","B-737-200","landing","0","2","17"
211013,"10/24/2001","Arkansas","TRANS STATES AIRLINES","ATR-42","inflight","0","1","193"
7045,"10/24/2001","Louisiana","MILITARY","B-52H","inflight","0","1","37"
211348,"10/25/2001","Virginia","POLAR AIR CARGO","B-747-1/200","inflight","0","1","5"
207676,"10/25/2001","Arkansas","BUSINESS","RKWLTRBO 690","unknown","0","1","64"
206056,"10/25/2001","DC","ATLANTIC COAST AIRLINES","CL-RJ100/200","inflight","0","1","8"
211968,"10/25/2001","Nevada","UNKNOWN","A-320","inflight","0","1","65"
212547,"10/25/2001","Florida","AMERICAN AIRLINES","MD-80","inflight","1","2","31"
212089,"10/25/2001","DC","AIR CANADA","CL-RJ100/200","takeoff","0","2","8"
212727,"10/26/2001","North Carolina","AMERICAN AIRLINES","MD-80","takeoff","0","1","80"
211254,"10/26/2001","Illinois","AMERICAN AIRLINES","FOKKER F100","inflight","0","3","12"
212911,"10/27/2001","Texas","BUSINESS","C-172","inflight","0","1","581"
207747,"10/27/2001","Rhode Island","CAPE AIR","C-402","inflight","1","2","15"
214210,"10/28/2001","New Jersey","BUSINESS","C-560","inflight","0","1","75"
211169,"10/28/2001","N/A","ATLAS AIR","B-747-400","inflight","0","2","351"
205273,"10/29/2001","Florida","BUSINESS","C-172","inflight","0","2","10"
211296,"10/29/2001","Ohio","CHAUTAUQUA AIRLINES","SAAB-340","inflight","1","1","34"
209479,"10/29/2001","California","SOUTHWEST AIRLINES","B-737-300","landing","0","2","148"
214166,"10/29/2001","Georgia","DELTA AIR LINES","B-767-400","inflight","0","1","9"
207638,"10/30/2001","Louisiana","SOUTHWEST AIRLINES","B-737-300","inflight","1","1","124"
210474,"10/31/2001","New York","US AIRWAYS*","B-737-400","inflight","1","2","106"
210243,"11/1/2001","Missouri","SOUTHWEST AIRLINES","B-737-200","inflight","0","1","16"
